lafz	aeraab	qism	maani_en	kyun
دهش		noun	generosity, largesse, liberality	platts
شهود		noun	intuition	platts
صدور		noun	issuance	platts
صور		noun	horn, large trumpet	platts
عجز		noun	weakness, debility, inability, incapacity	platts
فرود		adv	down	platts
فعال		adj	active	platts
نمور		adj	dank, damp	platts
وجوه		noun	fund (money for something)	platts
پچین		noun	copy (result of copying; an identical duplication)	platts
ابولا		noun	Ebola (shortening for Ebola virus and Ebola fever)	platts
بارداری		noun	pregnancy	platts
اسپرم		noun	fragrant herb; medicinal herb	platts
تلیسه		noun	heifer	arbi
مالاریا		noun	malaria	arbi
لباس زیر		noun	underwear, undergarments	rishta:لباس
ناآرامی		noun	unrest	platts
تخار		noun	Tocharian (any member of the Tochari, a people who inhabited Bactria)	platts
بوزه		noun	beer	arbi
پلم		noun	elder, elderberry	platts
گیله		noun	berry	arbi
وسط		noun	middle	platts
فرناد		noun	ford	platts
توسن		adj	disobedient	platts
لوده		noun	pannier	arbi
قفا		noun	back of the neck; nape	platts
نرخ بهره		noun	interest rate, rate of interest	rishta:نرخ
نرخ ارز		noun	exchange rate	rishta:نرخ
آلومینیوم		noun	aluminium	arbi
مامایی		noun	midwifery	platts
جلوگیری		noun	prevention	platts
خروج		noun	exit	platts
خروج اضطراری		noun	emergency exit	rishta:اضطراری
تولید ناخالص داخلی		noun	gross domestic product, GDP	rishta:داخلی
تولید ناخالص ملی		noun	gross national product, GNP	rishta:ملی
بساک		noun	wreath, garland	platts
ممنوعیت		noun	prohibition, ban	platts
ایالات		noun	broken plural of ایالت (iyālat /iyâlat)	platts
خیانت		noun	betrayal, including	platts
زایمان		noun	childbirth, labour	platts
شلیک		noun	volley	platts
شلیک کردن		verb	to shoot, to fire	rishta:کردن
ظاهرا	ظاهراً	adv	apparently	arbi
پشک		noun	cat	platts
بخیدن		verb	to card (wool or cotton) (?)	platts
واخیدن		verb	to card (wool or cotton)	platts
استخدام		noun	employment	arbi
شخودن		verb	to scathe, injure, hurt	arbi
زویج		noun	sausage	arbi
هیور		noun	brother-in-law (one's husband's brother)	platts
اتخاذ		noun	adoption, selection, choosing for oneself	arbi
استعمار		noun	colonization	arbi
اشتغال		noun	employment, occupation	arbi
التماس		noun	supplication	arbi
انفعال		noun	reaction	platts
انقضاء		noun	termination, expiration, expiry	arbi
بدو		noun	the very beginning	platts
بروز		noun	emergence, appearance (act of appearing)	arbi
حرمان		noun	thwarted plan, frustrated hope, disappointment	platts
خطاب		noun	address; speech addressing someone	platts
دوام	دَوام	noun	durability; durableness	platts
سماع		noun	hearing	platts
طراح		noun	designer	platts
عبوس		adj	morose; grim; austere	platts
قبال		noun	opposite side, facing side	platts
قمار		noun	gambling	platts
لحاظ		noun	perspective, vantage point	arbi
مرور		noun	passing, passing by	platts
وصول		noun	arrival, reaching, attaining	platts
وقوف		noun	awareness; being aware or informed	platts
جسم گلژی		noun	Golgi apparatus	rishta:جسم
ورزه		noun	acquiring, accomplishing	arbi
بند «پ»		noun	Paragraph (p) (a fictional clause used as a reference to cronyism).	platts
شفاف		adj	transparent, see-through	platts
نقص		noun	deficiency, imperfection	platts
کوس		noun	Kus, a large ancient Persian drum akin to a timpani.	platts
ربع		noun	quarter, one-fourth	platts
خمس		noun	fifth (one of five equal parts of a whole)	arbi
مد		noun	extent, reach	platts
عمق		noun	depth	platts
لؤلؤ		noun	pearl	platts
سپند		noun	wild rue (Peganum harmala)	platts
محب		adj	loving	platts
عقب		noun	heel	platts
صنع		noun	production, productive power, capacity or process of creation	platts
خبری		noun	predicative	platts
بدل		noun	fake, replica	platts
تبادل		noun	exchange	arbi
نفع		noun	gain, profit, benefit	platts
حشر	حَشَر	noun	strong, accumulated sexual urge	platts
نزع		noun	death throes	platts
قاف		noun	the letter ق	platts
صاد		noun	the letter ص	platts
سحاب		noun	clouds	platts
مستمر		adj	permanent, enduring	arbi
شبه		noun	similar to, -like, quasi-, -oid, pseudo-	platts
مدخل		noun	lemma, dictionary form of a word	platts
ذال		noun	the letter ذ	platts
میلاو		noun	pupil, apprentice	platts
معرض		noun	place of exposure; being exposed	arbi
مسئول		adj	responsible; liable	platts
طمع		noun	covetousness, desire	platts
درج		noun	jewel case, jewel box, casket	platts
مضارع		noun	present/non-past tense	platts
منصوب		adj	appointed, installed, nominated	platts
فاتح		adj	victorious, triumphant	platts
التماس کردن		verb	to beseech, implore, beg	rishta:کردن
نافع		noun	useful, profitable, beneficial, advantageous	platts
جد		noun	ancestor	platts
کاکل		noun	lock, forelock	platts
داعشی		noun	an ISIL militant	platts
الموتی		adj	of or pertaining to Alamut (castle or region)	platts
تسو		noun	hour	platts
منج		noun	bee	platts
حفر		noun	dig, excavation	arbi
مقر		noun	headquarters	platts
خشین		adj	ashen, gray	platts
مطلوب		adj	desired; wished-for	platts
مجتمع		adj	assembled, convened	arbi
موظف		adj	charged, bound; having the responsibility to	arbi
لاتو		noun	rope ladder	platts
مؤلف		noun	writer, author	arbi
صفا		noun	purity, clearness	platts
ماش		noun	mung bean (Vigna radiata, ماشسبز (mâš-sabz)) and mungo bean (Vigna mungo, ماشسیاه (mâš-siyâh))	platts
سمت		noun	side; way; hand; direction	platts
کدین		noun	mallet	platts
پتک		noun	sledgehammer	platts
پلوک		noun	sledgehammer	platts
لاخ		noun	lock (of hair)	platts
لوس		adj	spoiled, pampered (e.g. of a child)	platts
شایورد		noun	halo	platts
باطل		adj	null, void, cancelled	platts
غرغر		noun	murmur, muttering	platts
خرطوم		noun	trunk (of an elephant)	arbi
اسکدار		noun	postrider	platts
راک		noun	ram (animal)	platts
دخش		adj	dark, dusky	platts
تعامل		noun	interaction	platts
تحمل		noun	tolerance; endurance	arbi
شکاله		noun	splinter, fragment, shard	arbi
تناسب		noun	proportion	arbi
تردد		noun	regular traffic; movement back and forth	platts
لخت		adj	naked, nude	platts
سلندر		adj	vagrant, vagabond	platts
خز		noun	fur (used for clothing)	platts
قاطر		noun	mule	platts
متاع		noun	good, possession, merchandise	platts
خات		noun	kite (bird)	platts
نقد		noun	cash (money in hand)	platts
صراف		noun	money changer	platts
حساس		adj	sensitive, easily affected	platts
حبس		noun	imprisonment, incarceration	platts
حصار		noun	fence, barrier	platts
تقاطع		noun	intersection	platts
بیدستر		noun	beaver	platts
جوال		noun	large sack	platts
بقال		noun	grocer	platts
کید		noun	witchcraft	platts
طرد		noun	expulsion, rejection, driving away	platts
گودر		noun	fawn	platts
حاج		noun	a title given to people who have performed the pilgrimage to Mecca (hajj).	platts
منگال		noun	sickle	platts
زیغ		noun	hatred	arbi
زجاج		noun	glass	arbi
سنبالو		noun	monkey	arbi
سمور		noun	sable	platts
ساتگینی		noun	chalice	platts
گرازیدن		verb	to strut	platts
تبار		noun	lineage, descent, origin, roots	platts
بستو		noun	a ceramic jar	platts
خلج		noun	Khalaj (person)	platts
رمال		noun	geomancer	platts
طلبات		noun	broken plural of طلب (talab)	platts
لجن		noun	mud, slime	arbi
نقب		noun	tunnel	arbi
وفور		noun	abundance, plenty	platts
سمر		noun	story, tale, legend	platts
مرتب	مُرَتَّب	adj	arranged, consolidated	platts
احول		adj	squint-eyed	platts
زغار		noun	dampness	platts
ژغار		noun	roar, yell, bellow	platts
فاخر		adj	outstanding, excellent, prime, superb, magnificent	arbi
خالص		adj	pure, unmixed	platts
متعهد		adj	obliged; committed; with the responsibility to	arbi
مسن		adj	old, aged	platts
وفق		noun	accordance; conformity; accommodation	platts
فرع		noun	subsidiary point, secondary matter	platts
اردوگاه		noun	camp, campsite	arbi
مراسم		noun	ceremony	arbi
باطن		noun	interior, inside	platts
جک		noun	jug	platts
دلیل		noun	reason, cause	platts
حتما	حتماً	adv	certainly, necessarily, surely	arbi
قحطی		noun	famine, dearth	platts
زده		adj	having holes, worn out, injured	arbi
کانگورو		noun	kangaroo	platts
سلفی		adj	Salafi	platts
متداول		adj	common; in widespread use; fashionable	platts
منصف		adj	just, equitable, fair (of a person)	platts
تواضع		noun	humility	platts
متواضع		adj	humble	arbi
استناد		noun	relying on, drawing upon (e.g. a source)	platts
التفات		noun	enallage; apostrophe	platts
انبساط		noun	expansion	platts
انعقاد		noun	coagulation, clotting	platts
حسود	حَسود	adj	envious, jealous	platts
خسران		noun	loss	platts
رواح		noun	evening	platts
صعود		noun	climbing, mounting	platts
عبور		noun	crossing, passing	platts
محو		noun	erasure, effacement, wiping away	platts
نجاح		noun	success, victory	arbi
جراحی		noun	surgery	arbi
تومور		noun	tumour	platts
اعتصاب		noun	strike (work stoppage)	platts
يحتمل		adv	most likely, most probably	arbi
یاد دادن		verb	to teach	platts
محصولات		noun	broken plural of محصول (mahsūl /mahsul)	platts
عنف		noun	violence, force	platts
تحقق		noun	achievement, accomplishment, realization	arbi
تسنن		noun	Sunnism, Sunni Islam	arbi
کرب		noun	field maple (Acer campestre)	platts
تلف		noun	destruction, perishing, waste, death	platts
تهم		adj	valiant, mighty, heroic	arbi
تتق		noun	curtain	platts
تبحر		noun	erudition, specialist knowledge	arbi
تخلف		noun	infraction, violation	arbi
تذرو		noun	pheasant	platts
ترب		noun	radish	platts
ترحم		noun	compassion, commiseration, pity	arbi
رخت		noun	apparatus, goods and chattels of a household	platts
سرقت		noun	theft; robbery; stealing	platts
تسلط		noun	rule, dominion	arbi
تصرف		noun	occupation	arbi
طاعت		noun	worship, act of obedience to God	platts
ظلمت		noun	obscurity, darkness	platts
عاقبت		noun	consequence, repercussion	platts
تعرض		noun	assault; aggression	platts
عزلت		noun	seclusion, sequestered life	arbi
تعهد		noun	commitment, obligation	platts
فرت		noun	loom (weaving frame)	platts
قامت		noun	stature, figure	platts
قدمت		noun	ancientness, antiquity	platts
تقلب	تَقَلُّب	noun	trickery; fraud; falsification	arbi
تنفر		noun	hate	platts
تنقل		noun	snacks	platts
وحدت		noun	unity	platts
خف		noun	amadou	platts
خلوت		adj	uncrowded, with few people	platts
ربوت		noun	hoopoe	platts
اغلب	اَغلَب	adv	often	platts
اقدس		adj	holy, holiest	platts
لق		adj	loose, rickety, rocky, wobbly	platts
تبرزين		noun	battleaxe, axe	platts
پارچ		noun	jug, pitcher (US)	platts
مصور		adj	illustrated, pictorial	platts
نصب		noun	installation, setting up	platts
نمد		noun	felt	platts
نهم		adj	ninth	platts
برنا		adj	adolescent, young	platts
نخل		noun	date palm, palm	platts
درنا		noun	crane, Gruidae	platts
نزار		adj	feeble, haggard, thin	platts
نقال		noun	storyteller; narrator	platts
نقض		noun	violation (of a treaty, an agreement)	arbi
ننو		noun	hammock	platts
نورد		noun	cylindrical tool used in rolling things:	platts
سرو		noun	cypress	platts
غرو		noun	reed	platts
غلو	غُلُوّ	noun	exaggeration; hyperbole	platts
فرو		adv	down	platts
اربون		noun	earnest money	platts
لدن		adv	near, close	platts
برزن		noun	quarter (of a town, city)	arbi
لیان		adj	gleaming, brilliant	platts
ستاره دریایی		noun	starfish (any of various asteroids or other echinoderms)	rishta:ستارہ
یادگیری		noun	learning	platts
بسمل		adj	slaughtered, butchered	arbi
الهیات		noun	theology	platts
گرافیتی		noun	graffiti	platts
تونل		noun	tunnel	platts
فعل مرکب		noun	compound verb	rishta:فعل
قرارداد		noun	contract	platts
دوپا		noun	biped	platts
نابود		adj	nonexistent	platts
کزاز		noun	tetanus	arbi
گام ماژور		noun	major scale	rishta:گام
گام مینور		noun	minor scale	rishta:گام
زهد		noun	asceticism	platts
اکتاو		noun	octave	platts
فشار		noun	pressure (physical, figurative)	platts
دجال		noun	Antichrist, false Messiah, dajjal	platts
اخگر		noun	embers, hot charcoal	platts
طحال		noun	spleen, milt	platts
نت گرد		noun	semibreve or whole note (US)	rishta:گرد
نت سفید		noun	minim or half note (US)	rishta:سفید
نت سیاه		noun	crotchet or quarter note (US)	rishta:سیاہ
خط میزان		noun	bar line, barline	rishta:خط
کسر میزان		noun	time signature	rishta:کسر
چهارم درست		noun	perfect fourth	rishta:چہارم
نیم پرده		noun	semitone or half step	rishta:نیم
افلاطونی		adj	Platonic (related to Plato)	arbi
انگار		conj	as if	platts
بوز		noun	wasp	platts
تراش		noun	shaving, scraping, erasing, paring	platts
خیز		noun	leap	platts
سریش		noun	lime, glue	platts
سپار		noun	a plough, ploughshare, mattock	platts
شمار		noun	number, quantity	platts
شکیب		noun	patience	platts
پرس		noun	curtain, drapes	platts
کش		noun	rubber band	platts
گذار		noun	transition	platts
گذر		noun	passage, transit, passing (something)	platts
گریز		noun	flight, escape	arbi
عمدا		adv	on purpose, deliberately, intentionally	platts
سوشی		noun	sushi	platts
صهیونی		adj	Zionist, Zionistic	platts
مریخی		adj	Martian	platts
ششم		adj	sixth	platts
دهم		adj	tenth	arbi
یازدهم		adj	eleventh	arbi
هجدهم		adj	eighteenth	platts
شصتم		adj	sixtieth	platts
نودم		adj	ninetieth	platts
صدم		adj	hundredth	platts
هزارم		adj	thousandth	arbi
لعل		noun	red gemstone; ruby, spinel, garnet	platts
خراسانی		adj	Khorasani (of or pertaining to Khorasan or Greater Khorasan)	platts
مصحف		noun	book	arbi
شیده		noun	synonym of شید (šid)	arbi
پالاد		noun	led horse, spare horse.	platts
جنیبت		noun	led horse, spare horse	platts
نوند		noun	horse, especially a swift one	platts
برذون		noun	a kind of horse	arbi
بیدخ		noun	a swift horse	platts
مشکات		noun	A niche for a lamp	platts
تلویحی		adj	figurative	platts
کاربردی		adj	applied	platts
عوامانه		adj	vulgar	platts
استصواب		noun	approval, approbation	arbi
مجری		noun	host, MC (of a TV show)	platts
حامل		adj	carrying, bearing	platts
خیک		noun	wineskin	platts
یشم سبز		noun	jade	rishta:سبز
فاطمی		adj	Fatimid	platts
اداره پست	اِدارِهٔ پُسْت	noun	post office	rishta:ادارہ
اداره کردن		verb	to manage, lead, head, run, be in charge of	rishta:ادارہ
